P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228,P229,P230,P231,P232,P233,P234,P235,P236,P237,P238,P239,P240,P241,P242,P243,P244,P245,P246,P247,P248,P249,P250,P251,P252,P253,P254,P255,P256,P257,P258,P259,P260,P261,P262,P263,P264,P265,P266,P267,P268,P269,P270,P271,P272,P273,P274,P275,P276,P277,P278,P279,P280,P281,P282,P283,P284,P285,P286,P287,P288,P289,P290,P291,P292,P293,P294,P295,P296,P297,P298,P299,P300,P301,P302,P303,P304,P305,P306,P307,P308,P309,P310,P311,P312,P313,P314,P315,P316,P317,P318,P319,P320,P321,P322,P323,P324,P325,P326,P327,P328,P329,P330,P331,P332,P333,P334,P335,P336,P337,P338,P339,P340,P341,P342,P343,P344,P345,P346,P347,P348,P349,P350,P351,P352,P353,P354,P355,P356,P357,P358,P359,P360,P361,P362,P363,P364,P365,P366,P367,P368,P369,P370,P371,P372,P373,P374,P375,P376,P377,P378,P379,P380,P381,P382,P383,P384,P385,P386,P387,P388,P389,P390,P391,P392,P393,P394,P395,Load
-209.332054433048,-170.4388097143364,-191.0071150187253,-211.342214999274,-140.8887023396457,-152.700286952936,-187.2427570044211,-136.7912264719113,-258.3403832775148,-204.561436548414,-269.2487747260304,-254.3803341228437,-190.7740537093476,-254.3308724416785,-306.4138376136237,-198.8299472714937,-77.08278180224713,-154.2126085323033,-23.71462470490271,-173.8681391612944,-143.1245517333647,-36.81759394002494,-31.00493274436225,-36.99635155930245,-61.70643955617729,-36.30383001034942,-169.7632437919484,-220.2419251030164,-93.9175306771631,-20.59970484218439,-47.33330090422715,-76.05586392265128,-20.98014934566836,-43.0148428198672,-71.11995731257736,-21.57649631548174,40.18646295957063,-59.83076654120357,-83.76927986778739,-59.26000556623049,-37.63715595385871,-41.37421789377339,-1.833454116309882,3.965721049859572,9.037308130829956,-39.04379299671471,-18.42650765482212,-10.20273360110036,-65.93562401102619,-57.28524865533348,-102.5456205712441,-112.9729697610342,-73.4861423328409,16.78715378127378,14.15501345482197,-81.39523340074122,-70.30563693975404,-59.60004217697356,-51.19130269119631,-75.40887759957833,-98.00194459794155,-68.59803421333928,-88.53430540146942,-83.83364136411906,-68.91782114420477,-84.58013275303651,-79.4181144899874,-79.35051136835641,-80.51741335987757,-80.49567531562511,-78.94590624792671,-78.06878259902687,-80.86227313657909,-81.14885892048525,-95.25210469528885,-104.4824715645124,-97.11022704472812,-89.81435422175426,-84.55617824482781,-63.58637716886865,-48.48287236284019,-33.82025137431852,-27.41710154992202,-24.31712483424794,-63.38922650506596,-63.15752912606111,-105.7254437572821,-104.0152871186852,-75.10124832603702,16.39540478636686,14.75597402880533,-83.2665729010172,-81.66404139717118,-80.07480064373816,-81.57243754763957,-81.76834560279011,16.82768042973183,17.5752380326554,16.55355083751015,-276.2270200635868,-337.3286515565186,-305.753013914045,14.55457422087376,-123.7220795601337,-204.9643652444534,14.14423276340026,-142.1951790211409,-177.742399804225,-271.7177226790724,-234.6917286933595,-270.8894595584966,-209.1094685301688,-168.3709300432476,-145.8065883932277,-124.8365277656067,13.77857749518118,-122.0469048712798,-124.7530264056598,-163.8999167218715,-196.9520138275119,-162.3529434032602,-135.0171491606382,-115.8833188479122,-97.68090901460015,-90.35939998943235,-285.8731614209921,-362.2749670745156,-85.13704501912038,-85.02159663436694,-131.7811448331213,-143.4636466963771,-103.8673967395125,-92.61236064394426,-77.90214423017109,-65.44805803551149,-70.79107670390397,-65.12381064103819,-76.37570668683303,-121.8763760652201,-117.2722340505909,-88.28159150051381,-77.17129254128652,-70.18746061558178,-42.51187134718108,-49.13890526288561,-39.31267736239541,-86.95336539009378,-61.70668506218821,-49.6142697123605,-35.85493869164269,-33.85987882263018,-69.07184618805043,-41.18036250820587,-30.00042922699473,-24.08100651603327,-26.69513058528252,-46.28960130708126,-27.90875322103422,-13.6658699432626,-14.17296635390297,-12.75939023896606,-25.29214602528613,-17.16287499050533,-13.82255520720437,-8.226997901244685,-12.61858030217295,-14.14014404416205,-14.03404123198307,-12.48526023019715,-8.284549744110203,-9.249228001399226,-39.52699438027444,-29.33929209129842,-21.22168959841419,-58.39408969212671,-43.89097828456437,-80.04815192576562,-74.65137995885671,-107.3653604252904,-107.1373362607813,-155.0331929465452,-104.2283027388754,-89.19803633049439,-56.24127620173275,-37.28569995686344,-25.51702955205299,-72.38775696386104,-144.8251916083598,-130.9681211213866,-84.31654412619773,-160.4386277755371,-156.6038819773058,-87.08683426656081,-72.8313987043678,-66.64147834092998,-83.44963007539911,-117.1892472128477,-23.38388210877711,-28.39790844659051,-229.4574855339253,-145.9834956628135,-118.6375795499167,-112.513477373709,-114.1696292527136,-81.56863001044405,16.60085910931172,16.23437007821357,16.57993119906379,-192.3132174489797,-294.7246198463878,-357.390648081857,7.689112361637409,-163.9110389214864,-246.1747884547329,15.94654022967748,-192.666770334831,-225.6450707220714,-298.8184710590361,-233.023239489314,-230.0447736561073,-186.6634765843791,-166.0783320138264,-146.8436581334663,-118.0573950720559,15.05741209155066,-154.5434376547131,15.14583386859575,-182.1971319138051,-145.509935826909,-127.5066555034228,-142.8007335815202,-118.8006466630229,-85.71135374031104,-72.51717206419403,-273.4389476715209,-321.1412695728462,-94.94150111663021,-134.8593440720589,-122.7114102606965,-96.01456563758629,-98.40476484041616,-103.578712980403,-71.00526025163391,-53.30188702604811,-84.37545369900545,-109.2348708235966,-114.8842749356921,-90.09109111532187,-78.60099934891703,-79.97928704824629,-92.08354330281746,-60.75417807190816,15.99804850492728,-64.51248493595634,-78.18941832971055,-61.45162519386449,-61.30957380403468,-40.73166011748408,-63.75627666089219,-53.06472977643072,-47.40423649060755,-41.68034717984759,-40.98454402811451,-43.84162335769523,-38.64563482786299,-36.64092787365297,-25.74825947598539,-34.99541785684632,-31.47156388882443,-29.17252349158152,-23.89547592697019,-29.22971405419438,-28.01917338782169,-25.49892000318921,-22.70486648935947,-17.31282314990018,-25.6083080136139,-24.80378857379634,-22.18748264122905,-18.63015610793253,-47.02704112621196,-38.12797081413251,-29.42984047736034,-64.58460895149025,-53.07641678717906,-83.9273831709029,-85.94223673536654,-110.1299896529297,-110.2612291784036,-177.4680780043352,-105.9443857947357,-90.74950911984719,-76.58842619166565,-75.30801932677952,-50.48901223726597,-93.53341775029068,8.243433053627916,-151.0777052250586,-100.7140373733295,-172.1526850899745,-155.6657821220979,-90.58100114705786,-83.76709329122279,-80.88506331724356,-77.45033969389902,-187.7593524184018,-58.29336335626419,-75.02104250504294,-256.5674963124089,-149.784247548376,-116.196113622627,-115.7138966351967,-97.22576136105963,-91.08395814757839,-181.6107006910064,-225.3605922113735,-189.1709453500437,-240.7831849612362,-185.810347863385,-175.0663457090903,-168.3210796823253,-160.7812622521739,-154.8260333558822,-206.4921018449844,-156.0737898298036,-200.6000759457246,-118.1987549648084,-122.1280648183235,-92.21250844743851,-84.9526259451788,-72.64074080061195,-23.77412467881213,-62.24779191727482,-17.16298983118106,-39.15328879513172,-55.73916318402657,10.99405777673166,13.93075605376608,-11.46138639524517,-50.25056662718818,-4.294189067575096,-18.59450994417661,-43.85976181454777,7.491390395424071,16.64154844064543,16.45569076394711,-2.163198882507625,22.48383936979365,22.57320703296319,22.50918573258068,23.55863635003873,25.62635066373111,27.3940151481901,26.11176503239418,24.74823185270809,18.61174141994127,-224.6623010445378,-288.5732767317571,-254.2201977193661,-253.7482985058894,-243.0140816114244,-255.2035221076004,-255.0611403767261,-247.8585907625865,-265.1729880889425,-290.6408761048756,-349.4603893067969,-291.8157103900555,-255.0898590023605,-252.4310225685904,112.6555574210174,-15.84529582034865,-47.12469602118526,-18.79897700273895,-53.90180376548161,-7.909179084354815,-6.972268637712888,-10.48810692690307,-6.050540962097445,16.61839137727834,47.8779200180737,106.0068926404461,71.45590814635263,67.35245655257982,33.94337400052171,107.186048016772,5.89228975709575,-66.83158333398352,-66.96341308543153,-95.73192252613656,-85.87572716340547,-40.03794396675017,-22.88165139062741,-46.43038840931739,-51.02226448531935,372.0293837537121
-251.8024972926475,-207.4343903713636,-226.6951308531493,-248.1443644236455,-160.4272677914125,-177.0173805617268,-219.9701520676497,-155.2981091086104,-330.9030728099215,-260.4165834390686,-342.2378758185505,-313.7409739389456,-237.9835536558646,-315.2307722676475,-374.9023582132487,-234.4528886481438,-80.87971343203805,-135.5140914726221,-16.69421777716537,-163.0444741296015,-145.7798467430516,-40.90227142471396,-34.0607583348822,2.123313985293795,-50.08288463043132,-30.24480742503987,-141.2671008931311,-200.05661441665,-82.51430478522309,-12.8522584175608,-47.45606632054728,-77.97953007026648,-22.9657428472296,-42.18933850565074,-71.56706296330637,-23.06091913607508,19.5726985131919,-74.4627865451678,-108.9067750629777,-50.58814764422344,-14.86449674039358,-18.4813027433818,-1.475027088689486,2.336013136596799,9.282449377356171,-33.54866150503341,-15.7747211430018,-12.73163841490402,-67.34550436115819,-57.63668218298097,-123.9308679795066,-90.56816485748183,-100.2571567942839,16.63562080337218,14.46170977111641,-96.59620114525647,-117.7997306326127,-110.9305074001911,-44.87718407115555,-89.98642508361857,-108.2322442512999,-73.60289728275453,-95.46391253402156,-90.17222342974432,-79.04442349381019,-91.32625396323682,-87.37491989651423,-92.25167565633687,-87.69944884029424,-85.75540528787091,-89.92790606884247,-80.57766751571377,-86.20672189346642,-88.67391454696129,-93.79727210261059,-106.3282363994813,-96.21069049714255,-85.86978795333904,-80.12359731779249,-61.69144112070776,-48.58335462809838,-36.46501065004807,-30.28200786352007,-27.00146570110868,-53.11760418039503,-56.66950580302388,-87.13027765478211,-89.68437560850965,-101.2570199062705,16.17986048147629,14.93840183575928,-90.80616683386545,-89.53382797848481,-85.52105925882789,-73.04259981732707,-71.28027174277074,16.74430164328482,17.60578320187787,16.32969396998888,-247.9600773331352,-307.8639368777147,-299.4961328995378,14.50715433007788,-135.6245209330429,-209.6822682518165,14.29953342094261,-150.7684849738493,-183.3477630841229,-259.6148147762493,-217.1703920075344,-267.4963463777451,-217.9567330243485,-184.8255546676339,-157.3633143890338,-129.8095052371949,13.67949872278692,-123.1737381618351,-135.6635839297284,-154.1228727654002,-181.6446829937575,-166.4731817319094,-148.1619717659482,-123.2894140909453,-100.9940929132362,-92.84325789335408,-311.3229845335986,-366.0218545113154,-76.26420313527493,-94.67153560199839,-112.016776300743,-146.7396750766197,-115.4570455278666,-98.35283636044588,-77.54928778384225,-65.36158944941393,-64.31265786471775,-72.95445106625229,-78.16124722802934,-98.15439421921735,-117.4542195126815,-104.1193990673379,-82.60147982654718,-67.58615703062669,-41.59557639216572,-51.77445077730241,-53.9572287606901,-68.47893138720013,-71.38396017792569,-48.60754634702273,-40.89804652914005,-42.99495484165746,-57.16337205320252,-47.05817536526937,-32.51318527917274,-30.39861081855711,-30.4787582689122,-39.73483174088356,-31.49191953776743,-15.59335235145561,-18.88734834974697,-13.75517879239713,-23.81887593391161,-20.90077189646872,-16.76405428586245,-12.45637818637581,-12.87705045643924,-13.32048130719731,-17.57871257161248,-15.56734989850494,-8.86140514912308,-9.142581896559649,-35.4388363437952,-24.71404307048527,-18.61728652715069,-51.18137072927395,-36.88752029455098,-69.22987328936989,-63.77031397361299,-92.43795187947089,-92.02477809493246,-134.8411359395157,-88.578615352767,-75.51980061237131,-47.78143166120424,-31.03939099399385,-23.01280296158115,-63.5270977811228,-123.0666827044495,-114.4198838104075,-72.10046148583046,-138.4123757419472,-134.7889038056242,-72.25046852022993,-60.64365721618811,-58.22842945592317,-71.48793063305939,-105.6719417469467,-16.44305086939741,-24.01463609112394,-201.7956899334646,-126.243002092904,-101.4237475046265,-95.20317211749791,-91.3454261322947,-71.59660475878839,16.56636510614076,16.2365471247137,16.64393412376375,-190.8591619129107,-277.0352995162078,-350.9560485677285,7.857079532300863,-175.0706369152528,-249.4152168934945,16.08298563179498,-208.4042325962419,-227.2859927283593,-277.6220140001244,-216.4718705189897,-213.2771511549995,-173.1546019526446,-153.6755057239179,-131.374279110096,-105.1877383338447,15.21164756000044,-162.9646786670267,15.29897980031457,-165.9828307929639,-136.9602595029707,-118.0406647542896,-133.1557732444978,-105.9037845263971,-81.33791653800502,-64.08587624087495,-251.8414035143565,-306.3986715035174,-96.73924134452002,-141.2946560866117,-111.5151343018089,-90.52768726199204,-93.61775325685119,-88.15197181744956,-62.48773863909813,-47.38718096481075,-84.38508720283041,-121.5986605932326,-107.7000259211223,-87.22860064212311,-77.38820203344683,-79.62765207160743,-79.34254544973713,-52.33216898162114,16.18740902467366,-68.90556114559787,-76.01280131819971,-61.85076056527546,-60.71386509588281,-36.85425161342481,-62.60788800033973,-54.03830196402127,-48.19595450534849,-36.30785369056381,-44.69076681656684,-43.2750825478253,-41.63575657122465,-37.94515811884948,-25.84112804896654,-36.92575132141587,-34.20092107379627,-31.57047337143062,-26.44045401297917,-31.5192609927868,-30.54977575543131,-29.48244572793923,-26.20490236457844,-19.95619056014702,-26.55564521605027,-27.76026025270711,-24.03195224474275,-22.21777798792552,-44.34517141050992,-37.43081436446901,-32.49704637585158,-59.51144280331318,-51.3407986991419,-80.27956179537591,-79.78038623209011,-101.1898139472571,-104.4226023363089,-179.1898519516446,-92.41464039069812,-78.90321041791779,-85.89274767283045,-99.04637171004535,-74.73632721174236,-85.15137035187023,9.009402818705183,-135.9727628990534,-100.7908494986973,-166.0951109492975,-145.6587822512287,-77.63486686745917,-77.28138903821994,-75.41765374475047,-71.19901984201275,-171.1948010498237,-64.43056584715158,-84.9019829668288,-249.8989781541725,-141.3732460590511,-103.2145342132191,-100.2437959373062,-89.4640797035773,-77.39430692311038,-157.9189277050714,-193.6831826261015,-180.3358488339067,-221.3009012947186,-182.5988172201122,-175.2635559620836,-170.5343563413485,-163.8410332813464,-158.582593587408,-209.8939845941746,-156.7406191197519,-205.0702486634592,-125.8255661809794,-127.6999384399698,-101.4157814833409,-94.5920202620788,-71.99883501607476,-24.26562054197126,-55.42057204582704,-19.96175095690201,-38.73724580059464,-56.98935305179216,11.47935688932392,14.09510433824733,-13.32482783351158,-48.75117782435397,-8.905864197216571,-22.95570386248332,-52.4635469657245,8.212144020432907,16.75526837399004,16.53340327190599,-1.509102466699631,23.66489914723035,23.84970700883829,23.49023548283417,24.35884667443943,27.18466271528085,28.83047417100393,26.73650978536045,25.8697452043908,16.6078056338837,-229.157551618555,-288.2934008854373,-259.0792097450741,-259.0958389947106,-246.671747079071,-257.7367219367952,-259.6791094165433,-251.2292486575779,-270.0719608456391,-291.7397547947153,-349.3104391289718,-292.4867379112834,-259.6051317132191,-255.5372593786306,112.9018370536978,-25.82897892349475,-55.94572216425361,-25.31725485668481,-64.6087402116228,-1.865247749962206,-2.249117690830639,3.691595832477502,-8.164315303314558,16.70862700354288,47.46250268324781,105.9706147809891,72.59721794035302,66.62510262712318,33.83062533439059,107.6736447043187,6.560220058850266,-67.68822116218273,-72.40007752973379,-97.41953572415301,-89.64685766731813,-30.62884776069809,-10.68239107739182,-31.1144984930801,-37.51345780756687,385.5695487823857
-238.4266436121638,-195.9095760531132,-215.4889048023132,-237.7502515240716,-153.584485571473,-169.7685177200585,-211.2551947659303,-149.7527971905702,-309.8225190817611,-244.3456510825667,-322.9074562194236,-299.0578837131503,-224.9498435237651,-302.9938749232888,-359.1025546870302,-228.2621540221906,-78.10875219003768,-134.6691850946575,-15.99528803499189,-161.9684016607817,-143.756867173981,-38.78457719630232,-33.1506658076588,8.12518823009623,-51.41259124129795,-31.03249230371439,-148.8091030109318,-210.7922558014693,-83.20355172894162,-14.26315619334127,-46.85344504510828,-76.93087146118548,-22.15141178148067,-41.70041340145173,-70.88611503329831,-22.34407987641523,21.24159980871721,-73.23542847512481,-106.5598176845766,-56.27875017779222,-19.42104217945962,-21.60415801879042,-2.183659918272701,2.898350236375237,9.47376300024507,-33.08793378859905,-15.77644094706412,-13.42485891614273,-67.5366533410176,-58.05456163177944,-122.1367895529589,-91.06472470298691,-84.87650504003868,16.35967161214703,14.77072786195293,-96.15540063966768,-108.697124210763,-101.0438690441914,-42.96061396645315,-88.08289935617235,-106.9566153238485,-72.26652948713902,-94.25241600206212,-89.21588352299125,-77.59837556092914,-90.58187592266607,-86.07618695304242,-90.78440864486622,-86.89952973782876,-85.64964950119885,-88.70905017636699,-81.1003396752393,-86.2257387220252,-87.97353713478454,-96.59592407011584,-108.8646149497718,-99.44183976804209,-90.0075101709181,-84.1483585464959,-64.29317107508409,-50.34107625751147,-37.49201136369985,-30.53278088319672,-27.22394135542685,-57.61613808142887,-60.62228666370268,-95.0628432802387,-96.7974155309537,-96.58514276047489,15.97942006810243,15.172788871716,-89.71299966616706,-89.07670352688157,-85.69005678045953,-76.75079638176787,-75.03750856003232,16.50559098085759,17.71708602720171,16.04412329927257,-260.6731806264833,-325.7229632729379,-316.466814489602,14.60076636693298,-140.7690135759768,-219.9932579024951,14.50717864851016,-156.9560722760153,-191.9630432860609,-277.5667312238384,-229.4757469517076,-279.2761975258109,-222.4367648422729,-185.7845886129465,-155.6018772086812,-129.1163053654317,13.35232517575202,-129.2692171476671,-143.2802514298211,-169.1166324196901,-188.5335885055868,-170.8157520708589,-147.5800360607971,-122.2532427312856,-99.91844202025224,-92.42227790880432,-309.4906210913276,-377.1023549060672,-80.12970621027905,-98.02887728391335,-127.8756808808694,-151.2783882663451,-112.4933274432692,-97.60814829827693,-78.04926624821418,-66.56991177660728,-68.77318282982674,-73.54280364733988,-84.80696067953892,-111.8027118410294,-120.4358411946826,-97.92422779636449,-81.28824836662294,-67.98538738548656,-42.51863144265649,-54.78114884192583,-56.00319001035227,-77.89227475471226,-68.39665725661877,-49.60620094069397,-41.30339847355678,-46.58180118879054,-59.80111767563371,-44.06238372862648,-32.91457091257799,-29.24867029936445,-32.87585050857385,-42.53123583559837,-29.44781866173555,-16.15220849006085,-17.71176062599454,-15.145077779028,-25.07454884589213,-20.55856881638177,-17.36602975936748,-11.74064659080205,-15.37046760111881,-13.65214934038454,-18.20876657371881,-16.08962504423007,-11.05104631857494,-10.14667962139546,-38.62022194548751,-28.40364006710237,-19.9746488187818,-55.81669829966156,-41.23047918219558,-74.85935473410089,-70.16989396690859,-100.3285401918368,-101.1061954835846,-149.3234443060608,-95.53728277941283,-81.99413535524444,-53.82989192845166,-35.93416031358507,-25.56297502190943,-72.00729959004448,-134.5662591948236,-129.8420676932305,-81.06598101531172,-153.285291955449,-147.3685385448759,-76.9595758649196,-66.20588129005658,-63.804652801552,-74.38188179013321,-117.8981831973068,-22.72091358085953,-28.43357499110472,-221.6846344152061,-138.4372001507572,-111.6679521855626,-100.8436308882228,-97.77039133704857,-74.91267694479249,16.46846317795801,15.9692131943735,16.22311635109665,-189.2194084155408,-281.1903495742753,-359.6812031540115,8.02651278438746,-185.0189776110328,-258.536202166386,15.82721681724536,-218.1640995036535,-236.4478060195987,-289.8266359693723,-223.5791056682044,-220.7903702920343,-179.9120659607267,-160.0680805137284,-139.1617600778524,-110.9981831283965,14.78890881990894,-168.0307636261802,15.53622762222558,-171.2776417871457,-135.3925977146923,-122.4831797975782,-139.6767828502682,-112.8864984001629,-84.86933408116478,-68.574746778452,-259.7150347855185,-310.8657933413616,-98.47525409282679,-149.3824056509235,-116.2385068381832,-93.88379938393766,-99.52456153208462,-96.84925054311796,-67.45133567634633,-51.54194784476604,-84.72590905429138,-127.9175105974965,-110.5963975817647,-89.78432231157572,-79.19195541109642,-83.33451956952746,-87.98389420442646,-57.81248680012904,16.34520778727096,-71.77554072100189,-79.23117377979121,-63.13661216829721,-63.40214152166461,-39.16615409809673,-67.56297836137834,-54.12047551818304,-50.72165801247013,-38.9935790334919,-46.25207037527569,-45.01099489884218,-42.57190193901076,-38.57344654830541,-25.71036228390817,-38.04009995980032,-34.45006767234197,-31.48079510711559,-25.18006177093891,-31.68849636073855,-30.85139277234284,-29.15964696120254,-25.45921806658947,-19.15240484271527,-28.54056073094499,-27.65794964517541,-25.00449154886446,-20.93914013826311,-46.83754423851043,-39.75993971743968,-34.26555300208041,-63.22878856843219,-54.54564814102222,-84.46383462263998,-84.35985616379519,-107.0644859316913,-109.672440304287,-187.8153356104876,-100.5049666781932,-84.83399706213001,-88.00044880761484,-97.87470505085859,-73.7262480828059,-93.0982537349025,9.46605965196305,-146.523120757608,-110.736572434582,-173.3972604188128,-153.4967557285938,-84.63575538950298,-83.98369411513512,-83.64631209418418,-73.85332950331185,-187.8846858391806,-66.71677274076927,-85.41127499842875,-263.6833071057749,-150.9856218966794,-111.009073146171,-108.4685754929236,-95.64608319335677,-84.16055213971495,-178.6896219160648,-220.660123959216,-185.8563185544332,-238.1509582985814,-187.9134648861549,-177.6708142712244,-172.5979979371735,-165.9863424549247,-157.5180817733952,-207.6372222729806,-156.3147126616253,-199.1498551599231,-122.1494177748587,-123.8962274185955,-98.86379720085739,-92.2136048630165,-75.07001800492307,-22.83829192176686,-68.96722833079123,-21.77031958843081,-40.87932714314785,-59.74908221895459,11.19424409138625,14.26926661413528,-11.97824360833869,-51.90077345384253,-7.067467357601224,-21.0146995735137,-49.87675475835265,8.11428106172125,16.74838539487149,16.56922894841742,-1.129487293215189,24.34358760406634,23.92591688287037,23.50809027667679,24.56028392144045,27.14731411449927,28.9183026948977,27.36235796238674,26.00453324551324,16.85356245086516,-231.5988161860884,-296.35041578135,-264.9875455263189,-256.6795495165899,-244.4540701240733,-253.1542392331906,-256.9319620952882,-249.8869830146398,-268.1870423539564,-292.0706438782084,-349.7647390094658,-291.4839192851708,-257.2961206788069,-251.4996113645958,112.9663562479392,-24.90629714596191,-55.50763747574994,-24.63426330329942,-62.70225053143454,-4.926045505473247,-1.277332136703484,2.12719482635154,-8.752414443552654,16.62247089392026,47.59735661336072,106.0946938311978,72.39322674837885,66.9941923484766,33.94950091318764,107.7613580835968,6.600287871233189,-69.52891722599955,-73.18300109861262,-99.46955671234032,-91.22040140560956,-32.62864998452594,-13.51908055264632,-34.30468922915617,-39.86301297511611,388.6041127364217
